tweet_id	query
t742062848726171649	pattern24_entities_like_group
t739395091949883392	pattern24_entities_like_group
t738517047886401537	pattern24_entities_like_group
t742618541405405184	pattern24_entities_like_group
t745177062319628288	pattern24_entities_like_group
t734984312123199488	pattern24_entities_like_group
t739571004243087360	pattern24_entities_like_group
t742737887133900800	pattern24_entities_like_group
t745945442974838784	pattern24_entities_like_group
t742795294283288576	pattern24_entities_like_group
t728594475883200512	pattern24_entities_like_group
t740880339174891520	pattern24_entities_like_group
t730174183683018752	pattern24_entities_like_group
t740970933368786944	pattern24_entities_like_group
t731418495997624320	pattern24_entities_like_group
t745993980014395392	pattern24_entities_like_group
t735401487480856576	pattern24_entities_like_group
t735857664119439360	pattern24_entities_like_group
t736886623900688385	pattern24_entities_like_group
t740936331996454912	pattern24_entities_like_group
t734309846971998208	pattern24_entities_like_group
t730759055166312448	pattern24_entities_like_group
t731850264601370625	pattern24_entities_like_group
t743078690574225408	pattern24_entities_like_group
t746105379424182272	pattern24_entities_like_group
t741039285042839552	pattern24_entities_like_group
t734789221609799685	pattern24_entities_like_group
t741988260470214656	pattern24_entities_like_group
t742698290421063680	pattern24_entities_like_group
t740903525492920320	pattern24_entities_like_group
t735084312287141888	pattern24_entities_like_group
t744639025407991808	pattern24_entities_like_group
t744112771432845312	pattern24_entities_like_group
t735599177577553920	pattern24_entities_like_group
t744482130516926464	pattern24_entities_like_group
t745749994871750657	pattern24_entities_like_group
t738617074537222145	pattern24_entities_like_group
t739450640481587200	pattern24_entities_like_group
t737304101923491840	pattern24_entities_like_group
t742664091194515457	pattern24_entities_like_group
t732283600557735936	pattern24_entities_like_group
t742734586740871168	pattern24_entities_like_group
t745785619155132416	pattern24_entities_like_group
t735391246835953664	pattern24_entities_like_group
t742093958378098688	pattern24_entities_like_group
t745566070216462336	pattern24_entities_like_group
t744514530412273665	pattern24_entities_like_group
t741028220900904960	pattern24_entities_like_group
t745755042649616384	pattern24_entities_like_group
t730681764381904896	pattern24_entities_like_group
t741587091851771904	pattern24_entities_like_group
t734352739346599940	pattern24_entities_like_group
t736131869108903937	pattern24_entities_like_group
t729506688143896577	pattern24_entities_like_group
t743120028271300608	pattern24_entities_like_group
t574887735544180736	pattern24_entities_like_group
t744865783814053888	pattern24_entities_like_group
t742798821625892864	pattern24_entities_like_group
t741394638628524032	pattern24_entities_like_group
t746027205415821312	pattern24_entities_like_group
t729330391761330176	pattern24_entities_like_group
t733014749638758401	pattern24_entities_like_group
t731817441387524096	pattern24_entities_like_group
t745675000670130177	pattern24_entities_like_group
t736093712346808321	pattern24_entities_like_group
t743041872239566848	pattern24_entities_like_group
t734384097016025089	pattern24_entities_like_group
t729939042343788544	pattern24_entities_like_group
t730898441044398080	pattern24_entities_like_group
t738852636854734848	pattern24_entities_like_group
t745741245096595456	pattern24_entities_like_group
t729062977287106561	pattern24_entities_like_group
t745747945807568896	pattern24_entities_like_group
